Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S08-G4,S08-G4 — ArchUnit and static analysis enforced,Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,ArchUnit and static analysis enforced,E4,Evidence artefact: CI run showing enforcement + a demonstrated failure
S08-G5,"S08-G5 — Secret, SAST, SCA and image scanning in the pipeline",Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,"Secret, SAST, SCA and image scanning in the pipeline",E4,Evidence artefact: Scan reports from a CI run
S08-G6,S08-G6 — Test infrastructure operational at every pyramid level,Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,Test infrastructure operational at every pyramid level,E4,Evidence artefact: Tests of each type running in CI
S08-G7,"S08-G7 — No PII in logs, proven by automated test",Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,"No PII in logs, proven by automated test",E4,Evidence artefact: Log-scan test result
S08-G8,S08-G8 — Engineering and secure coding standards published and adopted,Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,Engineering and secure coding standards published and adopted,E2,Evidence artefact: Standards documents + review checklist referencing them
S08-G9,"S08-G9 — Pipeline feedback under 10 minutes at p95, flake under 1%",Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,"Pipeline feedback under 10 minutes at p95, flake under 1%",E4,Evidence artefact: Pipeline metrics over ≥ 50 runs
S08-G10,"S08-G10 — A new engineer can build, test and ship in under a week",Task,S08 Engineering Foundation,,,P1,Kalpana / Delivery,stage-s08 gate-criterion,"A new engineer can build, test and ship in under a week",E3,Evidence artefact: Onboarding record
S09-E01,S09-E01 — Infrastructure as code,Epic,S09 Platform & Environment Foundation,,S09-E01,P1,Shivanshi,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E01-S01,S09-E01-S01 — Establish the IaC repository and module standard,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"Terraform (or equivalent) with versioned, reviewed modules; no console-created production resource",,"Terraform (or equivalent) with versioned, reviewed modules; no console-created production resource"
S09-E01-S02,S09-E01-S02 — Define remote state and locking,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"State stored securely, encrypted, locked against concurrent apply",,"State stored securely, encrypted, locked against concurrent apply"
S09-E01-S03,S09-E01-S03 — Build the network foundation,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"VPC, subnets across AZs, routing, NAT, security groups — per the S07 trust boundary model",,"VPC, subnets across AZs, routing, NAT, security groups — per the S07 trust boundary model"
S09-E01-S04,S09-E01-S04 — Build the compute foundation,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,EKS cluster (or approved alternative) with node management and workload isolation,,EKS cluster (or approved alternative) with node management and workload isolation
S09-E01-S05,S09-E01-S05 — Build the data foundation,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"Aurora PostgreSQL Multi-AZ, DynamoDB tables, S3 buckets — encrypted, private, least-privilege",,"Aurora PostgreSQL Multi-AZ, DynamoDB tables, S3 buckets — encrypted, private, least-privilege"
S09-E01-S06,S09-E01-S06 — Enforce region pinning to India,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,Every resource in ap-south-1; DR in ap-south-2; a policy check fails any other region,,Every resource in ap-south-1; DR in ap-south-2; a policy check fails any other region
S09-E01-S07,S09-E01-S07 — IaC scanning in the pipeline,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"Policy-as-code blocks public exposure, unencrypted stores and over-broad IAM before apply",,"Policy-as-code blocks public exposure, unencrypted stores and over-broad IAM before apply"
S09-E01-S08,S09-E01-S08 — Define drift detection,Story,S09 Platform & Environment Foundation,S09-E01,,P1,Shivanshi,stage-s09 lifecycle-story,"Scheduled comparison of actual state to code; drift alerts and is reconciled, not tolerated",,"Scheduled comparison of actual state to code; drift alerts and is reconciled, not tolerated"
S09-E02,S09-E02 — Environments,Epic,S09 Platform & Environment Foundation,,S09-E02,P1,Shivanshi,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E02-S01,"S09-E02-S01 — Provision dev, UAT and production",Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,Each from the same IaC modules with different parameters — not hand-built variants,,Each from the same IaC modules with different parameters — not hand-built variants
S09-E02-S02,S09-E02-S02 — Define the promotion model,Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,An artefact built once is promoted; never rebuilt per environment,,An artefact built once is promoted; never rebuilt per environment
S09-E02-S03,S09-E02-S03 — Enforce environment isolation,Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,Separate accounts or equivalent; no shared credentials; no network path from lower to production data,,Separate accounts or equivalent; no shared credentials; no network path from lower to production data
S09-E02-S04,S09-E02-S04 — Define environment configuration management,Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,Config external to the image; per-environment values versioned and reviewed,,Config external to the image; per-environment values versioned and reviewed
S09-E02-S05,S09-E02-S05 — Define ephemeral environments for testing,Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,"Created per pipeline run or per feature branch, destroyed after",,"Created per pipeline run or per feature branch, destroyed after"
S09-E02-S06,S09-E02-S06 — Prohibit production data in lower environments,Story,S09 Platform & Environment Foundation,S09-E02,,P1,Shivanshi,stage-s09 lifecycle-story,"Technically enforced, not policy-only",,"Technically enforced, not policy-only"
S09-E03,S09-E03 — Deployment and rollback,Epic,S09 Platform & Environment Foundation,,S09-E03,P1,Shivanshi + Amit,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E03-S01,S09-E03-S01 — Automated deployment to every environment,Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,"Single pipeline, no manual steps, full audit trail of who deployed what",,"Single pipeline, no manual steps, full audit trail of who deployed what"
S09-E03-S02,S09-E03-S02 — Progressive delivery,Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,"Rolling, blue/green or canary — chosen per service and justified",,"Rolling, blue/green or canary — chosen per service and justified"
S09-E03-S03,"S09-E03-S03 — Automated, tested rollback",Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,"Rollback executed successfully in UAT as an acceptance condition, not a documented intention",,"Rollback executed successfully in UAT as an acceptance condition, not a documented intention"
S09-E03-S04,S09-E03-S04 — Database migration in the deployment path,Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,"Ordered, reversible or forward-fixable, safe under a rolling deploy with mixed versions live",,"Ordered, reversible or forward-fixable, safe under a rolling deploy with mixed versions live"
S09-E03-S05,S09-E03-S05 — Deployment gating,Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,Production deploy requires the required approvals recorded; emergency path exists and is audited,,Production deploy requires the required approvals recorded; emergency path exists and is audited
S09-E03-S06,S09-E03-S06 — Deployment observability,Story,S09 Platform & Environment Foundation,S09-E03,,P1,Shivanshi + Amit,stage-s09 lifecycle-story,Deploy events correlate to metric changes so a bad release is visible immediately,,Deploy events correlate to metric changes so a bad release is visible immediately
S09-E04,S09-E04 — Secrets and key management,Epic,S09 Platform & Environment Foundation,,S09-E04,P1,Deepali + Shivanshi,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E04-S01,S09-E04-S01 — Deploy real secrets management,Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,AWS Secrets Manager wired end to end — closes TD-006's stub provider,,AWS Secrets Manager wired end to end — closes TD-006's stub provider
S09-E04-S02,"S09-E04-S02 — Eliminate secrets from code, images and config",Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,Verified by scanning; build fails on any occurrence,,Verified by scanning; build fails on any occurrence
S09-E04-S03,S09-E04-S03 — Build the KMS key hierarchy,Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,"CMKs per data class, with defined ownership, policy and rotation",,"CMKs per data class, with defined ownership, policy and rotation"
S09-E04-S04,S09-E04-S04 — Implement secret rotation,Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,"Rotation procedure for every credential class, exercised at least once",,"Rotation procedure for every credential class, exercised at least once"
S09-E04-S05,S09-E04-S05 — Implement emergency revocation,Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,A credential or partner key can be revoked and replaced under incident conditions; exercised,,A credential or partner key can be revoked and replaced under incident conditions; exercised
S09-E04-S06,S09-E04-S06 — Define workload identity,Story,S09 Platform & Environment Foundation,S09-E04,,P1,Deepali + Shivanshi,stage-s09 lifecycle-story,"Services authenticate to cloud resources by role, never by static credential",,"Services authenticate to cloud resources by role, never by static credential"
S09-E05,S09-E05 — Observability substrate,Epic,S09 Platform & Environment Foundation,,S09-E05,P1,Shivanshi,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E05-S01,S09-E05-S01 — Deploy metrics collection and storage,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,Every service scraped; retention defined; queryable,,Every service scraped; retention defined; queryable
S09-E05-S02,S09-E05-S02 — Deploy log aggregation,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,"Structured logs centralised, searchable, retained per policy, with PII masking verified in the pipeline",,"Structured logs centralised, searchable, retained per policy, with PII masking verified in the pipeline"
S09-E05-S03,S09-E05-S03 — Deploy distributed tracing,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,Traces span every service hop and external call; trace ID correlates to logs,,Traces span every service hop and external call; trace ID correlates to logs
S09-E05-S04,S09-E05-S04 — Build baseline dashboards,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,"Per service: RED metrics, saturation, dependency health",,"Per service: RED metrics, saturation, dependency health"
S09-E05-S05,S09-E05-S05 — Build the alerting platform,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,"Routing, on-call schedule, escalation, and runbook links in the alert payload",,"Routing, on-call schedule, escalation, and runbook links in the alert payload"
S09-E05-S06,S09-E05-S06 — Separate the audit event pipeline,Story,S09 Platform & Environment Foundation,S09-E05,,P1,Shivanshi,stage-s09 lifecycle-story,"Audit events do not flow through operational logging; immutable, separately retained",,"Audit events do not flow through operational logging; immutable, separately retained"
S09-E06,"S09-E06 — Data protection, backup and retention",Epic,S09 Platform & Environment Foundation,,S09-E06,P1,Aarti + Shivanshi,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E06-S01,S09-E06-S01 — Enable encryption at rest everywhere,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,"Every store, backup and archive, with owned CMKs",,"Every store, backup and archive, with owned CMKs"
S09-E06-S02,S09-E06-S02 — Enforce TLS in transit,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,TLS 1.3 externally; mutual TLS or equivalent internally; verified by scan,,TLS 1.3 externally; mutual TLS or equivalent internally; verified by scan
S09-E06-S03,S09-E06-S03 — Implement automated backup,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,"Per store, meeting the S07 RPO; backups encrypted and access-controlled",,"Per store, meeting the S07 RPO; backups encrypted and access-controlled"
S09-E06-S04,S09-E06-S04 — Prove restore,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,"A restore performed to a working state, timed against RTO — a backup that has never been restored is a hypothesis",,"A restore performed to a working state, timed against RTO — a backup that has never been restored is a hypothesis"
S09-E06-S05,S09-E06-S05 — Implement 7-year immutable retention,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,S3 Object Lock for raw payloads and audit archives; immutability tested by attempting deletion,,S3 Object Lock for raw payloads and audit archives; immutability tested by attempting deletion
S09-E06-S06,S09-E06-S06 — Implement retention purge,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,"Data past its retention horizon is disposed of, with an audit record of disposal",,"Data past its retention horizon is disposed of, with an audit record of disposal"
S09-E06-S07,S09-E06-S07 — Attest data residency,Story,S09 Platform & Environment Foundation,S09-E06,,P1,Aarti + Shivanshi,stage-s09 lifecycle-story,"Evidence that every store, backup, log and archive is in an India region",,"Evidence that every store, backup, log and archive is in an India region"
S09-E07,S09-E07 — Platform security baseline,Epic,S09 Platform & Environment Foundation,,S09-E07,P1,Deepali,stage-s09 lifecycle-epic,,,Epic of stage S09 (Platform & Environment Foundation). See docs/application-lifecycle-bible/stages/.
S09-E07-S01,S09-E07-S01 — Implement network segmentation,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,Trust zones enforced by security groups and network policy; default deny between zones,,Trust zones enforced by security groups and network policy; default deny between zones
S09-E07-S02,S09-E07-S02 — Implement least-privilege IAM,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,No wildcard production policies; access reviewed and time-bound,,No wildcard production policies; access reviewed and time-bound
S09-E07-S03,S09-E07-S03 — Harden the container platform,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,"Non-root, read-only filesystems, no privileged containers, admission policy enforced",,"Non-root, read-only filesystems, no privileged containers, admission policy enforced"
S09-E07-S04,S09-E07-S04 — Deploy runtime security monitoring,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,Anomalous behaviour detected and alerted,,Anomalous behaviour detected and alerted
S09-E07-S05,S09-E07-S05 — Implement edge protection,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,"WAF, rate limiting, DDoS protection on public endpoints",,"WAF, rate limiting, DDoS protection on public endpoints"
S09-E07-S06,S09-E07-S06 — Implement security event logging,Story,S09 Platform & Environment Foundation,S09-E07,,P1,Deepali,stage-s09 lifecycle-story,"Security events to a separate, tamper-evident store",,"Security events to a separate, tamper-evident store"
S09-VT-01,S09-VT-01 — Infrastructure is reproducible,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,"Identical, working environment; no manual step",E3/E4,"Method: Destroy and recreate a non-production environment entirely from code. Pass: Identical, working environment; no manual step"
S09-VT-02,S09-VT-02 — Region pinning holds,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Policy blocks it,E3/E4,Method: Attempt to apply a resource outside India regions. Pass: Policy blocks it
S09-VT-03,S09-VT-03 — Deployment works unattended,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,"Success, fully audited",E3/E4,"Method: Deploy through the pipeline with no manual intervention. Pass: Success, fully audited"
S09-VT-04,S09-VT-04 — Rollback works,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Previous version restored; data intact; timed,E3/E4,"Method: Deploy a deliberately broken version to UAT, roll back. Pass: Previous version restored; data intact; timed"
S09-VT-05,S09-VT-05 — Secrets are absent from artefacts,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Zero secrets,E3/E4,Method: Scan images and repository history. Pass: Zero secrets
S09-VT-06,S09-VT-06 — Rotation works,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Services continue; no outage,E3/E4,Method: Rotate a credential in UAT. Pass: Services continue; no outage
S09-VT-07,S09-VT-07 — Restore works,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,RPO and RTO met and measured,E3/E4,Method: Restore each store from backup to a working state. Pass: RPO and RTO met and measured
S09-VT-08,S09-VT-08 — Retention is immutable,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Deletion refused,E3/E4,Method: Attempt to delete an object under Object Lock. Pass: Deletion refused
S09-VT-09,S09-VT-09 — Observability is complete,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,"Metrics, logs and a trace all present and correlated",E3/E4,"Method: Trigger a request; follow it end to end. Pass: Metrics, logs and a trace all present and correlated"
S09-VT-10,S09-VT-10 — PII never reaches aggregated logs,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Zero matches,E3/E4,Method: Query the log store for regulated field patterns after a full test run. Pass: Zero matches
S09-VT-11,S09-VT-11 — Network segmentation holds,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Refused,E3/E4,Method: Attempt a cross-zone connection that policy forbids. Pass: Refused
S09-VT-12,S09-VT-12 — Residency is attestable,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,100% in India regions,E3/E4,"Method: Enumerate every resource, backup and log destination. Pass: 100% in India regions"
S09-VT-13,S09-VT-13 — Lower environments cannot reach production data,Test,S09 Platform & Environment Foundation,,,P1,Swapnali / QA,stage-s09 validation-test,Refused at the infrastructure layer,E3/E4,Method: Attempt access from dev to production stores. Pass: Refused at the infrastructure layer
S09-G1,S09-G1 — All infrastructure defined as code; no console-created production resource,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,All infrastructure defined as code; no console-created production resource,E4,Evidence artefact: IaC repository + drift report
S09-G2,"S09-G2 — Dev, UAT and production provisioned from the same modules",Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,"Dev, UAT and production provisioned from the same modules",E4,Evidence artefact: Environment inventory + apply logs
S09-G3,S09-G3 — Environment recreatable from code,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Environment recreatable from code,E3,Evidence artefact: Destroy-and-recreate record
S09-G4,S09-G4 — Automated deployment with tested rollback,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Automated deployment with tested rollback,E3,Evidence artefact: Deploy and rollback execution record
S09-G5,S09-G5 — Secrets management operational; TD-006 closed,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Secrets management operational; TD-006 closed,E4,Evidence artefact: Config evidence + rotation exercise record
S09-G6,"S09-G6 — Observability operational: metrics, logs, traces correlated",Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,"Observability operational: metrics, logs, traces correlated",E4,Evidence artefact: Dashboard links + a walked trace
S09-G7,S09-G7 — Backup automated and restore proven against RTO/RPO,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Backup automated and restore proven against RTO/RPO,E3,Evidence artefact: Restore test record with measured times
S09-G8,S09-G8 — 7-year immutable retention implemented,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,7-year immutable retention implemented,E4,Evidence artefact: Object Lock config + deletion-refusal test
S09-G9,S09-G9 — Data residency attested,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Data residency attested,E2,Evidence artefact: Residency attestation signed by SRE and Compliance
S09-G10,S09-G10 — Encryption at rest and in transit verified,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Encryption at rest and in transit verified,E4,Evidence artefact: Scan results
S09-G11,S09-G11 — Network segmentation and least-privilege IAM enforced,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,Network segmentation and least-privilege IAM enforced,E4,Evidence artefact: Policy config + connectivity test results
S09-G12,S09-G12 — IaC scanning in the pipeline,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,IaC scanning in the pipeline,E4,Evidence artefact: Scan report from a run
S09-G13,S09-G13 — No PII in aggregated logs,Task,S09 Platform & Environment Foundation,,,P1,Kalpana / Delivery,stage-s09 gate-criterion,No PII in aggregated logs,E4,Evidence artefact: Log-store query result
S10-E01,S10-E01 — Integration catalogue and governance,Epic,S10 Integration & Connectivity,,S10-E01,P2,Mahesh + Kalpana,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E01-S01,S10-E01-S01 — Catalogue every external dependency,Story,S10 Integration & Connectivity,S10-E01,,P2,Mahesh + Kalpana,stage-s10 lifecycle-story,"System, owner, protocol, environments, SLA, escalation contact, contract reference",,"System, owner, protocol, environments, SLA, escalation contact, contract reference"
S10-E01-S02,S10-E01-S02 — Establish access to every sandbox,Story,S10 Integration & Connectivity,S10-E01,,P2,Mahesh + Kalpana,stage-s10 lifecycle-story,"Credentials, IP allowlisting and connectivity proven from our egress, per environment",,"Credentials, IP allowlisting and connectivity proven from our egress, per environment"
S10-E01-S03,S10-E01-S03 — Define the dependency criticality tier,Story,S10 Integration & Connectivity,S10-E01,,P2,Mahesh + Kalpana,stage-s10 lifecycle-story,"Which failures stop a sale, which degrade it, which are invisible to the customer",,"Which failures stop a sale, which degrade it, which are invisible to the customer"
S10-E01-S04,S10-E01-S04 — Track integration readiness as a delivery dependency,Story,S10 Integration & Connectivity,S10-E01,,P2,Mahesh + Kalpana,stage-s10 lifecycle-story,Each with a required-by date; overdue items escalate under Kalpana's decision-forcing authority,,Each with a required-by date; overdue items escalate under Kalpana's decision-forcing authority
S10-E02,S10-E02 — Aggregator integration (1SB),Epic,S10 Integration & Connectivity,,S10-E02,P2,Amit,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E02-S01,"S10-E02-S01 — HTTP client with auth, timeouts and no-retry on 401",Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,Single HTTP stack; credentials from secrets management,,Single HTTP stack; credentials from secrets management
S10-E02-S02,S10-E02-S02 — Error normalisation to the bank problem model,Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,Provider error shapes never surface to bank callers,,Provider error shapes never surface to bank callers
S10-E02-S03,S10-E02-S03 — Async job and polling infrastructure,Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,Shared across quote and proposal; multi-instance safe,,Shared across quote and proposal; multi-instance safe
S10-E02-S04,S10-E02-S04 — LOB routing behind ports,Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,Adding an LOB requires no orchestration change,,Adding an LOB requires no orchestration change
S10-E02-S05,"S10-E02-S05 — Raw payload capture, encrypted",Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,"For every provider exchange, retained per the retention schedule",,"For every provider exchange, retained per the retention schedule"
S10-E02-S06,S10-E02-S06 — Idempotency on mutating operations,Story,S10 Integration & Connectivity,S10-E02,,P2,Amit,stage-s10 lifecycle-story,"Replay produces the original result, never a duplicate effect",,"Replay produces the original result, never a duplicate effect"
S10-E03,S10-E03 — Core banking integration (CBS),Epic,S10 Integration & Connectivity,,S10-E03,P2,Amit,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E03-S01,S10-E03-S01 — Customer lookup by CIF,Story,S10 Integration & Connectivity,S10-E03,,P2,Amit,stage-s10 lifecycle-story,ETB identification with the fields the journey needs,,ETB identification with the fields the journey needs
S10-E03-S02,S10-E03-S02 — KYC and demographic retrieval for pre-fill,Story,S10 Integration & Connectivity,S10-E03,,P2,Amit,stage-s10 lifecycle-story,Only fields with a stated purpose; classification honoured,,Only fields with a stated purpose; classification honoured
S10-E03-S03,S10-E03-S03 — Relationship verification,Story,S10 Integration & Connectivity,S10-E03,,P2,Amit,stage-s10 lifecycle-story,Confirms the ETB eligibility rule,,Confirms the ETB eligibility rule
S10-E03-S04,S10-E03-S04 — Define degraded behaviour when CBS is unavailable,Story,S10 Integration & Connectivity,S10-E03,,P2,Amit,stage-s10 lifecycle-story,"Product decision recorded: block, or proceed with manual capture",,"Product decision recorded: block, or proceed with manual capture"
S10-E04,S10-E04 — Payment gateway integration,Epic,S10 Integration & Connectivity,,S10-E04,P2,Amit + Deepali,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E04-S01,S10-E04-S01 — Payment session and link generation,Story,S10 Integration & Connectivity,S10-E04,,P2,Amit + Deepali,stage-s10 lifecycle-story,Link issued to the customer's device only — never rendered on an RM device,,Link issued to the customer's device only — never rendered on an RM device
S10-E04-S02,S10-E04-S02 — Payment status callback handling,Story,S10 Integration & Connectivity,S10-E04,,P2,Amit + Deepali,stage-s10 lifecycle-story,"Authenticated, replay-protected, integrity-verified",,"Authenticated, replay-protected, integrity-verified"
S10-E04-S03,S10-E04-S03 — Status reconciliation by polling,Story,S10 Integration & Connectivity,S10-E04,,P2,Amit + Deepali,stage-s10 lifecycle-story,Callback loss cannot leave a payment in unknown state indefinitely,,Callback loss cannot leave a payment in unknown state indefinitely
S10-E04-S04,S10-E04-S04 — Handle the uncertain-payment case,Story,S10 Integration & Connectivity,S10-E04,,P2,Amit + Deepali,stage-s10 lifecycle-story,Defined behaviour when payment state cannot be determined; never a double charge,,Defined behaviour when payment state cannot be determined; never a double charge
S10-E04-S05,S10-E04-S05 — Refund and failure paths,Story,S10 Integration & Connectivity,S10-E04,,P2,Amit + Deepali,stage-s10 lifecycle-story,Per the S03 payment rules,,Per the S03 payment rules
S10-E05,S10-E05 — Identity integration,Epic,S10 Integration & Connectivity,,S10-E05,P2,Amit + Deepali,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E05-S01,S10-E05-S01 — Bank AD federation for workforce identity,Story,S10 Integration & Connectivity,S10-E05,,P2,Amit + Deepali,stage-s10 lifecycle-story,Behind the provider adapter; no provider type leaks,,Behind the provider adapter; no provider type leaks
S10-E05-S02,S10-E05-S02 — Token-hiding BFF session,Story,S10 Integration & Connectivity,S10-E05,,P2,Amit + Deepali,stage-s10 lifecycle-story,The client never receives OAuth tokens,,The client never receives OAuth tokens
S10-E05-S03,S10-E05-S03 — Customer authentication for DIY journeys,Story,S10 Integration & Connectivity,S10-E05,,P2,Amit + Deepali,stage-s10 lifecycle-story,Digital banking SSO for ETB,,Digital banking SSO for ETB
